Location,Period,Dim2,Indicator,Dim1,First Tooltip
Belize,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,48
Belize,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,33
Belize,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,15
Belize,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,180
Belize,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,105
Belize,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,75
Belize,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,95
Belize,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,40
Belize,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,54
Belize,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,439
Belize,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,231
Belize,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,208
Belize,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,53
Belize,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,36
Belize,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,17
Benin,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,3918
Benin,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1715
Benin,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,2203
Benin,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1515
Benin,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,620
Benin,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,895
Benin,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,13423
Benin,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,6085
Benin,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,7337
Benin,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2381
Benin,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1184
Benin,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1197
Benin,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,3786
Benin,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1649
Benin,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,2137
Benin,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1455
Benin,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,595
Benin,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,860
Benin,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,13006
Benin,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,5882
Benin,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,7124
Benin,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2317
Benin,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1150
Benin,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1167
Benin,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,3163
Benin,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1351
Benin,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1812
Benin,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1187
Benin,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,487
Benin,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,700
Benin,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,11254
Benin,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,5026
Benin,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,6228
Benin,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2024
Benin,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,994
Benin,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1030
Benin,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2610
Benin,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1113
Benin,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1497
Benin,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,972
Benin,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,406
Benin,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,566
Benin,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,10123
Benin,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4509
Benin,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,5613
Benin,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1806
Benin,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,887
Benin,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,919
Benin,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2282
Benin,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,954
Benin,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1327
Benin,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,780
Benin,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,343
Benin,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,437
Benin,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,8908
Benin,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,4000
Benin,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,4908
Benin,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1598
Benin,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,794
